date	collect	ordering	recieve	testresult	verified
1393011120000	3	10	11	11	3
1393011180000	3	12	6	7	14
1393011240000	3	13	10	5	6
1393011300000	3	11	11	10	14
1393011360000	6	9	10	8	13
1393011420000	14	5	7	6	10
1393011480000	9	8	12	4	4
1393011540000	3	9	9	13	3
1393011600000	3	14	12	14	11
1393011660000	4	14	8	14	3
1393011720000	5	6	12	7	8
1393011780000	13	3	3	6	8
1393011840000	7	4	12	5	3
1393011900000	3	4	3	7	11
1393011960000	4	12	13	3	10
1393012020000	5	11	12	11	3
1393012080000	12	13	10	13	3
1393012140000	3	12	7	14	6
1393012200000	8	13	14	5	6
1393012260000	13	11	13	3	3
1393012320000	11	12	3	8	10
1393012380000	13	9	7	12	14
1393012440000	10	14	8	5	9
1393012500000	6	7	11	12	11
1393012560000	5	10	12	4	8
1393012620000	9	3	7	9	5
1393012680000	13	7	12	11	5
1393012740000	8	5	5	14	7
1393012800000	5	3	3	3	3
1393012860000	9	11	7	10	11
1393012920000	12	13	3	6	3
1393012980000	6	3	5	8	9
1393013040000	5	3	4	10	4
1393013100000	4	13	5	6	3
1393013160000	5	3	14	3	9
1393013220000	3	3	3	3	9
1393013280000	3	12	10	13	9
1393013340000	5	5	10	3	3
1393013400000	3	3	13	6	3
1393013460000	5	11	11	10	7
1393013520000	10	14	3	3	3
1393013580000	10	6	6	10	4
1393013640000	3	4	3	5	7
1393013700000	11	3	3	10	13
1393013760000	7	11	9	4	9
1393013820000	11	12	3	11	14
1393013880000	12	6	4	12	4
1393013940000	13	3	3	13	9
1393014000000	3	14	5	13	3
1393014060000	5	12	3	3	5
1393014120000	7	12	9	11	3
1393014180000	13	3	14	3	11
1393014240000	6	10	8	10	8
1393014300000	12	5	12	4	14
1393014360000	3	10	6	3	5
1393014420000	12	5	10	11	10
1393014480000	9	3	3	6	11
1393014540000	8	4	9	5	6
1393014600000	10	12	9	7	3
1393014660000	6	6	3	9	4
1393014720000	14	13	3	3	11
1393014780000	5	6	3	12	14
1393014840000	7	13	7	4	9
1393014900000	10	7	6	6	7
1393014960000	14	3	12	13	5
1393015020000	8	12	8	5	4
1393015080000	3	14	5	12	8
1393015140000	11	6	5	3	8
1393015200000	11	6	14	8	5
1393015260000	3	12	12	6	3
1393015320000	14	3	3	12	7
1393015380000	3	10	14	6	11
1393015440000	3	4	6	3	3
1393015500000	9	8	5	5	13
1393015560000	13	7	5	4	7
1393015620000	10	9	12	4	3
1393015680000	13	3	10	14	9
1393015740000	4	10	14	7	7
1393015800000	14	3	3	11	5
1393015860000	13	14	3	4	7
1393015920000	7	10	8	3	3
1393015980000	12	9	4	9	9
1393016040000	6	12	9	8	3
1393016100000	10	13	10	11	13
1393016160000	7	6	12	5	3
1393016220000	4	11	3	7	12
1393016280000	3	12	9	6	6
1393016340000	12	6	13	7	13
1393016400000	6	7	10	12	3
1393016460000	3	3	10	10	11
1393016520000	9	3	3	3	13
1393016580000	8	3	11	4	3
1393016640000	14	9	10	8	6
1393016700000	3	3	14	4	7
1393016760000	7	13	14	7	8
1393016820000	7	5	10	14	3
1393016880000	13	4	4	6	3
1393016940000	13	11	14	4	14
1393017000000	14	3	13	14	14
1393017060000	3	7	9	3	10
1393017120000	3	3	13	7	6
1393017180000	12	3	11	8	13
1393017240000	3	3	12	7	10
1393017300000	14	14	14	5	3
1393017360000	3	3	4	11	5
1393017420000	10	5	14	5	7
1393017480000	14	11	7	14	8
1393017540000	5	9	4	3	6
1393017600000	3	5	6	5	8
1393017660000	11	11	10	10	12
1393017720000	3	7	3	3	3
1393017780000	9	5	7	5	11
1393017840000	3	11	9	5	3
1393017900000	12	10	9	14	3
1393017960000	9	13	11	5	5
1393018020000	3	6	10	3	14
1393018080000	3	9	13	9	4
1393018140000	9	9	4	6	13
1393018200000	13	3	8	3	3
1393018260000	9	12	12	12	4
1393018320000	6	13	9	14	3
1393018380000	8	10	3	11	12
1393018440000	10	6	12	3	7
1393018500000	7	3	7	4	13
1393018560000	8	8	7	7	6
1393018620000	11	3	3	12	9
1393018680000	6	3	13	4	3
1393018740000	3	14	3	8	9
1393018800000	11	7	6	12	11
1393018860000	3	6	11	10	14
1393018920000	3	5	4	7	14
1393018980000	5	8	10	3	8
1393019040000	3	7	13	3	10
1393019100000	3	9	3	13	3
1393019160000	14	11	8	7	7
1393019220000	3	6	10	14	7
1393019280000	4	14	8	3	8
1393019340000	3	11	9	3	7
1393019400000	5	14	7	14	3
1393019460000	5	14	6	6	4
1393019520000	6	3	11	6	6
1393019580000	6	3	8	13	10
1393019640000	3	12	9	13	13
1393019700000	12	13	12	12	13
1393019760000	3	10	11	5	13
1393019820000	11	3	9	5	3
1393019880000	6	8	3	6	10
1393019940000	8	14	12	13	10
1393020000000	9	7	13	3	4
1393020060000	10	8	13	3	4
1393020120000	3	14	8	3	8
1393020180000	14	11	5	3	8
1393020240000	13	3	5	3	3
1393020300000	4	12	6	4	12
1393020360000	14	3	13	9	8
1393020420000	9	11	3	11	4
1393020480000	14	13	4	5	8
1393020540000	14	3	13	4	5
1393020600000	10	11	10	12	14
1393020660000	4	3	7	13	14
1393020720000	7	3	6	9	4
1393020780000	10	13	7	3	5
1393020840000	12	13	6	3	6
1393020900000	11	11	8	9	3
1393020960000	10	5	5	10	12
1393021020000	10	7	3	8	12
1393021080000	8	8	3	3	13
1393021140000	14	10	3	10	3
1393021200000	3	12	14	6	14
1393021260000	3	12	7	3	8
1393021320000	14	3	8	3	11
1393021380000	10	10	7	11	3
1393021440000	4	3	14	8	12
1393021500000	3	6	3	11	13
1393021560000	12	11	5	14	8
1393021620000	9	8	5	12	4
1393021680000	3	14	6	4	12
1393021740000	14	10	5	6	5
1393021800000	3	12	11	6	13
1393021860000	4	5	4	4	10
1393021920000	3	14	10	10	13
1393021980000	5	3	8	11	4
1393022040000	10	6	12	13	3
1393022100000	6	3	14	7	9
1393022160000	12	12	3	8	12
1393022220000	3	14	3	12	6
1393022280000	8	8	14	4	4
1393022340000	4	10	3	3	13
1393022400000	4	3	5	13	12
1393022460000	7	8	13	6	6
1393022520000	5	6	3	10	8
1393022580000	5	5	13	11	14
1393022640000	13	7	6	8	10
1393022700000	12	5	14	14	7
1393022760000	11	3	5	11	3
1393022820000	3	10	4	5	3
1393022880000	8	12	9	13	4
1393022940000	3	3	9	7	14
1393023000000	10	11	5	6	6
1393023060000	7	5	3	3	9
1393023120000	5	4	11	8	4
1393023180000	7	11	11	3	13
1393023240000	6	7	3	14	5
1393023300000	5	12	4	10	5
1393023360000	12	14	4	10	11
1393023420000	3	14	5	9	12
1393023480000	3	3	3	14	14
1393023540000	12	3	7	4	12
1393023600000	7	6	10	3	12
1393023660000	3	3	7	13	5
1393023720000	8	10	13	6	10
1393023780000	12	11	7	3	3
1393023840000	10	5	6	7	7
1393023900000	4	7	11	5	6
1393023960000	13	7	7	14	3
1393024020000	14	6	3	9	8
1393024080000	9	3	7	11	7
1393024140000	10	3	10	11	12
1393024200000	11	3	3	3	9
1393024260000	9	8	9	13	3
1393024320000	5	3	9	13	13
1393024380000	3	5	8	5	3
1393024440000	5	9	11	12	8
1393024500000	9	3	9	7	9
1393024560000	10	14	11	14	3
1393024620000	14	13	9	13	13
1393024680000	12	13	8	3	3
1393024740000	14	6	7	10	10
1393024800000	3	6	13	3	14
1393024860000	14	5	9	3	9
1393024920000	5	8	7	10	3
1393024980000	12	7	3	11	3
1393025040000	6	5	9	3	11
1393025100000	10	11	12	13	10
1393025160000	11	12	8	14	8
1393025220000	11	4	11	5	7
1393025280000	3	13	13	12	4
1393025340000	9	10	10	3	14
1393025400000	11	7	3	3	4
1393025460000	9	3	5	8	6
1393025520000	10	8	8	10	8
1393025580000	3	8	5	7	7
1393025640000	14	11	3	13	3
1393025700000	9	11	6	11	12
1393025760000	4	11	12	8	9
1393025820000	7	3	3	8	14
1393025880000	12	12	11	5	7
1393025940000	3	4	9	11	3
1393026000000	3	6	10	3	13
1393026060000	13	10	3	8	6
1393026120000	3	13	3	11	10
1393026180000	10	8	9	5	7
1393026240000	5	3	4	5	14
1393026300000	3	8	6	5	3
1393026360000	10	3	13	3	3
1393026420000	3	7	8	9	11
1393026480000	11	9	10	12	3
1393026540000	6	3	3	7	12
1393026600000	11	6	5	13	3
1393026660000	5	12	5	11	5
1393026720000	3	6	3	3	12
1393026780000	4	11	3	9	3
1393026840000	9	10	14	9	14
1393026900000	11	6	3	9	4
1393026960000	12	14	3	8	11
1393027020000	3	12	10	11	5
1393027080000	3	10	12	8	5
1393027140000	4	9	4	10	11
1393027200000	9	14	3	13	8
1393027260000	7	6	11	5	10
1393027320000	11	14	13	3	14
1393027380000	12	3	8	3	3
1393027440000	13	13	7	7	13
1393027500000	5	8	3	10	13
1393027560000	3	4	13	3	6
1393027620000	5	13	7	3	14
1393027680000	11	5	3	7	10
1393027740000	10	13	11	9	5
1393027800000	9	3	9	3	3
1393027860000	13	10	6	6	3
1393027920000	13	12	8	11	13
1393027980000	10	12	10	9	8
1393028040000	6	4	9	14	12
1393028100000	10	9	8	3	13
1393028160000	3	14	8	10	3
1393028220000	3	13	4	12	10
1393028280000	13	3	3	9	3
1393028340000	5	6	14	12	12
1393028400000	11	13	6	13	4
1393028460000	6	6	11	12	5
1393028520000	8	3	3	6	3
1393028580000	3	3	4	8	9
1393028640000	13	6	11	7	6
1393028700000	5	14	3	3	3
1393028760000	7	10	11	6	8
1393028820000	9	7	12	3	5
1393028880000	13	13	3	8	11
1393028940000	3	9	7	6	10
1393029000000	10	12	8	10	5
1393029060000	12	14	5	6	8
1393029120000	13	8	10	3	6
1393029180000	9	8	9	12	9
1393029240000	4	3	4	6	4
1393029300000	6	12	3	7	9
1393029360000	13	3	9	13	7
1393029420000	3	3	3	6	8
1393029480000	5	5	7	4	5
1393029540000	3	8	8	6	11
1393029600000	14	4	6	11	4
1393029660000	9	7	11	7	5
1393029720000	13	3	3	5	5
1393029780000	3	9	3	14	14
1393029840000	12	3	4	9	9
1393029900000	13	3	3	4	4
1393029960000	9	9	11	10	13
1393030020000	3	11	3	7	10
1393030080000	13	8	14	11	3
1393030140000	8	10	5	11	3
1393030200000	13	4	3	3	6
1393030260000	11	14	8	11	12
1393030320000	3	8	8	11	7
1393030380000	7	3	3	8	8
1393030440000	3	14	6	9	14
1393030500000	4	5	3	12	3
1393030560000	3	3	8	4	10
1393030620000	9	5	13	4	13
1393030680000	3	12	10	5	4
1393030740000	4	5	6	5	3
1393030800000	7	8	3	12	10
1393030860000	8	14	6	7	9
1393030920000	8	8	5	13	3
1393030980000	7	3	9	4	13
1393031040000	10	10	3	9	3
1393031100000	9	4	14	6	5
1393031160000	9	10	8	8	3
1393031220000	14	13	4	3	10
1393031280000	9	9	3	10	6
1393031340000	3	10	7	6	5
1393031400000	3	11	3	5	11
1393031460000	7	4	7	9	5
1393031520000	8	7	7	14	5
1393031580000	4	14	13	5	3
1393031640000	7	3	8	7	12
1393031700000	3	3	9	11	14
1393031760000	14	3	8	11	5
1393031820000	10	6	8	12	6
1393031880000	7	4	3	8	12
1393031940000	7	3	10	12	4
1393032000000	3	11	3	10	12
1393032060000	7	3	6	7	3
1393032120000	12	7	10	7	12
1393032180000	3	8	14	14	13
1393032240000	3	7	12	5	4
1393032300000	8	7	7	12	5
1393032360000	14	14	6	6	11
1393032420000	3	3	3	5	9
1393032480000	5	13	4	12	12
1393032540000	12	14	10	13	3
1393032600000	3	9	8	3	5
1393032660000	4	8	13	3	4
1393032720000	4	6	4	6	13
1393032780000	3	8	8	13	11
1393032840000	9	14	4	13	3
1393032900000	10	3	10	8	8
1393032960000	8	12	12	3	13
1393033020000	3	3	3	3	10
1393033080000	10	14	12	3	4
1393033140000	9	4	3	9	5
1393033200000	14	11	7	10	5
1393033260000	6	10	9	10	10
1393033320000	3	13	13	12	9
1393033380000	10	11	3	12	8
1393033440000	13	6	6	6	6
1393033500000	14	9	14	7	4
1393033560000	3	3	3	13	12
1393033620000	10	3	11	6	5
1393033680000	3	9	14	13	3
1393033740000	9	6	4	11	12
1393033800000	14	12	10	7	12
1393033860000	6	7	8	11	11
1393033920000	12	10	6	11	11
1393033980000	3	13	7	12	13
1393034040000	4	6	14	11	14
1393034100000	3	11	5	5	6
1393034160000	5	7	3	13	7
1393034220000	8	5	4	5	6
1393034280000	3	5	13	3	7
1393034340000	3	12	5	4	5
1393034400000	3	5	4	11	4
1393034460000	11	14	3	12	5
1393034520000	12	8	7	12	14
1393034580000	4	5	12	7	13
1393034640000	4	14	12	10	3
1393034700000	4	3	3	3	5
1393034760000	11	7	14	3	11
1393034820000	3	8	10	13	3
1393034880000	7	3	13	4	12
1393034940000	14	6	3	7	9
1393035000000	5	3	3	4	14
1393035060000	8	6	9	6	13
1393035120000	8	9	6	3	7
1393035180000	7	3	4	6	11
1393035240000	7	3	5	10	3
1393035300000	3	8	13	3	8
1393035360000	8	11	10	14	10
1393035420000	14	5	3	8	9
1393035480000	9	6	4	5	8
1393035540000	8	7	8	5	11
1393035600000	8	6	6	5	3
1393035660000	6	11	8	7	8
1393035720000	14	3	14	13	4
1393035780000	3	7	4	7	13
1393035840000	5	3	13	13	12
1393035900000	3	5	11	9	4
1393035960000	5	4	4	10	10
1393036020000	3	12	10	6	4
1393036080000	12	3	13	12	13
1393036140000	8	3	11	14	6
1393036200000	6	4	12	11	3
1393036260000	6	7	10	8	3
1393036320000	11	3	9	10	11
1393036380000	3	3	8	4	4
1393036440000	3	3	6	9	3
1393036500000	10	3	3	12	14
1393036560000	3	8	6	3	12
1393036620000	4	9	7	14	3
1393036680000	9	3	12	14	9
1393036740000	8	3	14	3	9
1393036800000	3	4	3	4	11
1393036860000	4	4	6	8	12
1393036920000	14	11	7	6	3
1393036980000	12	9	4	12	9
1393037040000	11	9	14	3	4
1393037100000	5	9	3	4	13
1393037160000	6	9	8	9	13
1393037220000	10	10	12	3	5
1393037280000	8	9	9	3	12
1393037340000	12	3	10	7	4
1393037400000	3	6	14	12	9
1393037460000	3	9	3	7	8
1393037520000	4	6	7	6	10
1393037580000	13	8	4	5	12
1393037640000	5	8	3	3	11
1393037700000	11	3	5	3	12
1393037760000	4	10	11	3	10
1393037820000	9	10	5	3	6
1393037880000	7	8	12	7	3
1393037940000	10	12	4	8	8
1393038000000	6	12	10	7	10
1393038060000	3	3	12	13	11
1393038120000	6	7	3	3	7
1393038180000	3	7	8	3	9
1393038240000	8	9	11	3	6
1393038300000	4	6	4	9	3
1393038360000	5	7	14	14	3
1393038420000	13	9	4	3	7
1393038480000	7	14	3	5	4
1393038540000	3	10	8	6	8
1393038600000	3	5	5	11	5
1393038660000	14	11	4	8	3
1393038720000	11	10	3	4	11
1393038780000	11	4	14	3	7
1393038840000	5	8	7	13	10
1393038900000	5	10	9	4	8
1393038960000	9	3	5	7	3
1393039020000	9	8	5	4	3
1393039080000	12	14	3	5	3
1393039140000	11	3	3	12	5
1393039200000	9	9	3	8	9
1393039260000	14	3	13	11	13
1393039320000	3	6	4	3	14
1393039380000	3	8	3	4	3
1393039440000	4	13	13	11	10
1393039500000	6	10	6	12	3
1393039560000	12	9	3	13	6
1393039620000	5	11	5	12	7
1393039680000	11	10	14	11	3
1393039740000	10	3	3	4	6
1393039800000	14	4	11	14	14
1393039860000	9	6	3	6	12
1393039920000	14	9	7	10	6
1393039980000	14	14	11	3	4
1393040040000	14	3	4	7	14
1393040100000	14	12	11	11	12
1393040160000	13	5	6	14	5
1393040220000	3	7	3	8	7
1393040280000	4	11	3	12	3
1393040340000	11	4	5	3	5
1393040400000	8	4	6	13	11
1393040460000	11	6	9	9	3
1393040520000	12	14	6	6	3
1393040580000	12	14	9	3	6
1393040640000	9	11	6	3	3
1393040700000	11	10	8	12	11
1393040760000	14	10	10	12	9
1393040820000	11	14	3	14	10
1393040880000	11	6	3	10	11
1393040940000	5	5	10	3	3
1393041000000	12	10	9	11	10
1393041060000	3	6	4	3	13
1393041120000	6	11	13	3	4
1393041180000	7	11	4	6	8
1393041240000	3	14	4	4	6
1393041300000	10	3	5	13	5
1393041360000	3	3	3	13	11
1393041420000	7	11	9	3	11
1393041480000	12	10	5	7	7
1393041540000	4	9	3	11	13
1393041600000	13	3	11	9	11
1393041660000	13	12	12	14	7
1393041720000	3	10	12	5	3
1393041780000	6	9	4	13	3
1393041840000	9	13	14	4	8
1393041900000	3	14	13	12	11
1393041960000	10	11	9	5	8
1393042020000	9	14	8	6	10
1393042080000	8	13	11	4	3
1393042140000	7	9	7	3	6
1393042200000	9	13	12	3	14
1393042260000	7	7	12	12	3
1393042320000	8	11	14	6	14
1393042380000	10	8	11	13	11
1393042440000	14	3	3	3	12
1393042500000	7	3	3	7	10
1393042560000	6	6	5	3	13
1393042620000	4	3	5	5	9
1393042680000	9	8	3	12	14
1393042740000	3	3	8	3	13
1393042800000	8	6	10	7	8
1393042860000	5	14	8	3	4
1393042920000	11	12	4	6	9
1393042980000	10	5	4	8	5
1393043040000	5	3	4	3	11
1393043100000	6	9	11	8	10
1393043160000	5	8	12	4	13
1393043220000	3	3	3	12	11
1393043280000	5	11	8	6	6
1393043340000	6	7	7	8	8
1393043400000	14	10	5	7	13
1393043460000	4	10	11	3	11
1393043520000	9	12	14	5	3
1393043580000	3	6	5	13	9
1393043640000	9	9	8	11	3
1393043700000	5	4	9	13	5
1393043760000	9	10	10	9	7
1393043820000	9	3	13	5	4
1393043880000	7	5	13	4	6
1393043940000	13	12	13	9	9
1393044000000	14	7	8	5	10
1393044060000	3	10	4	8	3
1393044120000	3	13	10	3	11
1393044180000	3	11	10	3	8
1393044240000	3	7	10	4	3
1393044300000	7	9	6	6	6
1393044360000	4	12	9	14	3
1393044420000	3	6	3	6	4
1393044480000	14	8	13	8	14
1393044540000	14	8	3	11	11
1393044600000	10	6	3	3	3
1393044660000	3	14	14	11	13
1393044720000	10	12	3	3	5
1393044780000	12	7	10	13	14
1393044840000	8	3	14	12	9
1393044900000	14	5	3	7	5
1393044960000	12	13	4	10	13
1393045020000	3	5	7	3	10
1393045080000	3	11	3	6	5
1393045140000	8	12	6	14	5
